name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hyde Park, London, United Kingdom",2023-06-25T05:00:00,17.7,17.7,12.3,70.66,0,0,,0,0,14.7,5.1,134,1017.1,0,25.7,12,0,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T06:00:00,18,18,12.4,69.76,0,0,,0,0,17.7,4.7,120,1016.3,0,18.9,31,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T07:00:00,19.2,19.2,13.8,71.36,0,0,,0,0,17.3,6.4,102,1016.1,0,20.7,53,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T08:00:00,21.3,21.3,14.3,64.37,0,0,,0,0,22.3,11.9,155,1015.4,0,22.8,68,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T09:00:00,25.1,25.1,14.4,51.47,0,0,,0,0,22.7,15.5,170,1015.2,0,21.1,383,1.4,4,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T10:00:00,26.8,27.1,14.4,46.43,0,0,,0,0,27.7,18,187,1014.3,0,19.8,625,2.3,6,,Clear,clear-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T11:00:00,28,27.9,14.2,42.75,0,0,,0,0,31.1,22,191,1014.1,0,21.5,734,2.6,7,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T12:00:00,29.8,29.3,14.3,38.98,0,0,,0,0,32.5,21.2,204,1013.2,0,21.5,819,2.9,8,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T13:00:00,30,29.5,14,37.73,0,0,,0,0,30.3,23.4,200,1012.7,6.7,22.4,856,3.1,9,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T14:00:00,30.3,29.5,13.4,35.6,0,0,,0,0,33.4,26.2,193,1012.2,1.3,21.1,663,2.4,7,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T15:00:00,30.3,29.4,12.9,34.5,0,0,,0,0,33.9,26.4,192,1011.8,0,22.8,358,1.3,4,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T16:00:00,30.8,30.1,14.2,36.43,0,0,,0,0,38,28.2,215,1011.7,0,20.2,159,0.6,2,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T17:00:00,28.8,28.2,13.1,37.96,0,0,,0,0,38.9,28.2,207,1011.2,0,18.4,73,0.3,1,,Clear,clear-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T18:00:00,27.3,27.4,14.4,45.25,0,0,,0,0,42.3,27.9,226,1011.5,0,18.9,71,0.3,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T19:00:00,25,25,15.2,54.36,0,0,,0,0,38.8,25.5,230,1011.5,15.6,26.2,46,0.2,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T20:00:00,24.3,24.3,15.8,59.2,0,0,,0,0,33.9,20.7,238,1012.2,59.3,22.4,67,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T21:00:00,23.3,23.3,15.8,62.81,0,0,,0,0,22.3,23.7,260,1012.6,44.6,18.5,11,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T22:00:00,21.6,21.6,9.6,46.5,0,0,,0,0,30.7,24.2,275,1014.1,18.9,21.9,5,0,0,,Clear,clear-night,"03769099999,03680099999,D4121,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T23:00:00,19.8,19.8,9.1,49.97,0,0,,0,0,29.8,21.2,270,1015.1,0,34.2,0,0,0,,Clear,clear-night,"03769099999,03680099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T00:00:00,17.1,17.1,10.5,65.31,0,0,,0,0,35.6,20.1,276,1015.4,0,10,0,0,0,,Clear,clear-night,"03672099999,03772099999"
"Hyde Park, London, United Kingdom",2023-06-26T01:00:00,17.5,17.5,10.7,64.27,0,0,,0,0,30.3,19.9,269,1016.1,0,23.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T02:00:00,16.5,16.5,10.9,69.48,0,0,,0,0,22.3,17.4,273,1016.2,0,21.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T03:00:00,16.1,16.1,11.3,73.54,0,0,,0,0,21.8,14.7,272,1017,0,18.9,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T04:00:00,15.6,15.6,11.5,76.93,0,0,,0,0,21.4,13.5,264,1017.2,0,17.2,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T05:00:00,15.1,15.1,11.6,79.87,0,0,,0,0,20.9,14.3,248,1017.3,0,16.6,9,0,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T06:00:00,15.1,15.1,12.1,82.48,0,0,,0,0,20.9,16,258,1018,0,15.5,27,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T07:00:00,15.6,15.6,12.1,79.74,0,0,,0,0,27.3,19,267,1018.2,11,17.7,53,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T08:00:00,17.1,17.1,11.9,71.15,0,0,,0,0,27.7,19.3,278,1018.6,11.9,17.2,78,0.3,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T09:00:00,18.3,18.3,11.2,62.93,0,0,,0,0,25,17.9,293,1019.1,28.7,21.1,341,1.2,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T10:00:00,19.8,19.8,9.7,51.87,0,0,,0,0,27.3,20.4,294,1019.5,52.1,18.9,359,1.3,4,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T11:00:00,20.1,20.1,8.1,45.89,0,0,,0,0,26.4,20.8,277,1020,59.8,23.6,517,1.9,5,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T12:00:00,21.1,21.1,7.2,40.59,0,0,,0,0,23.7,20.3,282,1020.1,75.9,21.9,582,2.1,6,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T13:00:00,22.1,22.1,6.7,36.91,0,0,,0,0,30.9,23.8,279,1020.4,29.6,26.6,597,2.1,6,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T14:00:00,22.1,22.1,6.9,37.34,0,0,,0,0,32.1,25.1,274,1020.2,31,25.8,370,1.3,4,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T15:00:00,22,22,6.7,37.15,0,0,,0,0,30.5,23.3,282,1020.2,51.3,26.6,210,0.8,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T16:00:00,22,22,6.6,36.9,0,0,,0,0,33.4,22.7,279,1020.2,17.6,25.3,241,0.9,2,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T17:00:00,21.6,21.6,6.9,38.45,0,0,,0,0,34.8,23.2,280,1020.2,4.1,26.6,154,0.6,2,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T18:00:00,21.6,21.6,7.6,40.54,0,0,,0,0,30.7,19.5,287,1020.1,21.6,27.1,117,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T19:00:00,21.3,21.3,7.5,41.03,0,0,,0,0,24.6,17.3,279,1020.1,16.3,27.5,90,0.3,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T20:00:00,20.6,20.6,7.8,43.75,0,0,,0,0,19.1,14.2,281,1021,5.4,25.3,61,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T21:00:00,20.1,20.1,7.7,44.66,0,0,,0,0,13,13,275,1021.2,5.3,25.3,17,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T22:00:00,19.3,19.3,7.9,47.59,0,0,,0,0,14.3,14.8,270,1022,5.3,25.3,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-26T23:00:00,18.5,18.5,8.6,52.19,0,0,,0,0,13,11.1,266,1022.1,45.2,24.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T00:00:00,17.5,17.5,9.3,58.57,0,0,,0,0,11.2,12.3,263,1022.1,52.9,22.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T01:00:00,16.8,16.8,9.3,61.57,0,0,,0,0,11.1,10.4,272,1022.2,43.6,22.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T02:00:00,16.1,16.1,9.4,64.52,0,0,,0,0,12.5,9.2,284,1022.2,58,20.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T03:00:00,16.3,16.3,9.7,64.96,0,0,,0,0,9.7,9.9,273,1022.1,70.9,21.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T04:00:00,15.6,15.6,9.6,67.47,0,0,,0,0,12.5,7.4,269,1022.1,70.9,18.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T05:00:00,15.1,15.1,10.1,72.4,0,0,,0,0,10.7,5.8,266,1022.1,70.9,18.5,9,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T06:00:00,15.3,15.3,10.6,73.44,0,0,,0,0,6.6,5.6,292,1022.1,70.9,18.1,31,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T07:00:00,16.1,16.1,10.9,71.11,0,0,,0,0,9.7,8,239,1022.1,5.4,17.2,78,0.3,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T08:00:00,16.6,16.6,11.2,70.23,0,0,,0,0,13.9,10.9,258,1022.1,33.6,16.8,105,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T09:00:00,18.3,18.3,11.1,62.68,0,0,,0,0,17.5,13.2,278,1022.1,33.9,16.7,329,1.2,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T10:00:00,19.5,19.5,10.4,55.47,0,0,,0,0,23.6,13,279,1022,66.4,18.1,380,1.4,4,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T11:00:00,19.6,19.6,10.2,54.34,0,0,,0,0,24.1,15.2,266,1021.6,57.9,19.8,353,1.3,4,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T12:00:00,21.1,21.1,9.9,48.77,0,0,,0,0,25.9,16.8,248,1021.2,62.3,21.9,271,1,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T13:00:00,21.6,21.6,10.6,49.39,0,0,,0,0,22.3,16.5,255,1021.1,88.3,23.6,319,1.1,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T14:00:00,22.6,22.6,10.4,46,0,0,,0,0,22.7,16.7,257,1020.6,81.8,24.9,347,1.2,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T15:00:00,22.1,22.1,10.7,48.33,0,0,,0,0,24.6,17.9,248,1020.1,100,22.4,397,1.4,4,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T16:00:00,21.8,21.8,11.1,50.63,0,0,,0,0,27.7,19.5,253,1020,87.4,21.5,192,0.7,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T17:00:00,21.6,21.6,10.9,50.44,0,0,,0,0,22.8,17.7,240,1019.5,93.4,20.2,137,0.5,1,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T18:00:00,21.5,21.5,11.4,52.64,0,0,,0,0,21.9,17.6,237,1019.1,88.3,18.5,84,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T19:00:00,21.3,21.3,12.7,57.87,0,0,,0,0,24.6,16.3,239,1019,96.6,18.5,60,0.2,1,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T20:00:00,20.8,20.8,13.4,62.51,0,0,,0,0,21.3,15.6,233,1019.1,96.3,18.5,28,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T21:00:00,20.5,20.5,14.1,66.63,0,0,,0,0,22.7,15.7,234,1019.1,96.3,16.8,9,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T22:00:00,20,20,14.4,69.96,0,0,,0,0,16.6,13.2,220,1018.8,96.3,16.6,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-27T23:00:00,19.6,19.6,14.4,71.8,0,0,,0,0,22.7,14.3,229,1019.1,96.3,15.5,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T00:00:00,19.1,19.1,14.9,76.35,0,0,,0,0,19.1,13.6,226,1018.7,96.3,14.8,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T01:00:00,19.1,19.1,15,77.33,0,0,,0,0,17.9,13.4,229,1018.6,100,13.8,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T02:00:00,18.6,18.6,15.1,80.24,0,0,,0,0,16.6,10.9,227,1018.3,100,12.6,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T03:00:00,18.6,18.6,15.3,81.32,0,0,,0,0,16.1,12.7,231,1018.2,100,11.5,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T04:00:00,18.6,18.6,15.4,81.49,0,0,,0,0,14.8,11.9,243,1017.6,100,10.8,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T05:00:00,18.6,18.6,15.4,81.44,0,0,,0,0,14.3,10.1,236,1017.3,89.7,10,10,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T06:00:00,18.8,18.8,15.4,80.48,0,0,,0,0,12.5,10.3,238,1017.3,82.6,9.9,23,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T07:00:00,19.1,19.1,15.6,79.96,0,0,,0,0,15.7,12.8,255,1017.3,96.3,10.8,31,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T08:00:00,19.3,19.3,15.6,78.93,0,0,,0,0,17,12.9,244,1017.3,100,12.7,41,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T09:00:00,19.6,19.6,15.9,78.91,0,0,,0,0,15.7,14.4,250,1017.6,96.3,14.1,65,0.2,1,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T10:00:00,19.6,19.6,16.1,79.82,0,0,,0,0,18.4,15.7,252,1017.6,96.3,14.4,174,0.6,2,,Overcast,cloudy,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T11:00:00,20.6,20.6,16.2,75.68,0,0,,0,0,17.5,17.1,250,1017.5,96.3,13.9,224,0.8,2,,Overcast,cloudy,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T12:00:00,20.6,20.6,16.7,78.13,0,0,,0,0,22.3,13.4,254,1017.5,96.3,15.7,156,0.6,2,,Overcast,cloudy,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T13:00:00,20.8,20.8,16.7,77.07,0.009,100,rain,0,0,18,11.7,255,1017.1,96.3,17,346,1.2,3,,"Rain, Overcast",rain,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T14:00:00,21.6,21.6,16.7,73.34,0,0,,0,0,24.1,11.6,238,1017,93.4,15.9,345,1.2,3,,Overcast,cloudy,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T15:00:00,22.6,22.6,16.4,68.04,0,0,,0,0,14.3,8.9,226,1016.6,93.4,14.3,237,0.9,2,,Overcast,cloudy,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T16:00:00,24.6,24.6,16.2,59.36,0,0,,0,0,22.3,14.5,229,1016.1,52.5,14.6,205,0.7,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T17:00:00,24.1,24.1,15.2,57.31,0,0,,0,0,21.9,16,248,1015.9,67.2,15.5,181,0.7,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,F6665,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T18:00:00,24.1,24.1,15.4,58.1,0,0,,0,0,16.2,13.4,231,1015.5,65.5,15.1,98,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T19:00:00,23.6,23.6,14.9,58.05,0,0,,0,0,23.7,15.7,232,1015.2,61.3,15.7,85,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T20:00:00,23.5,23.5,15.6,61.11,0,0,,0,0,25.9,16.2,231,1015.3,83.2,14.9,48,0.2,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T21:00:00,22.1,22.1,16.1,68.94,0,0,,0,0,21.9,16.8,237,1015.6,75.9,15.5,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T22:00:00,21.1,21.1,16,72.97,0,0,,0,0,16.6,13.2,255,1015.7,71.5,15.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-28T23:00:00,20.6,20.6,15.9,74.31,0.001,100,rain,0,0,19.5,11.3,235,1015.7,67.2,14.5,0,0,0,,"Rain, Partially cloudy",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T00:00:00,20.1,20.1,15.9,76.64,0,0,,0,0,23.2,12.6,236,1015.7,85.4,12.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T01:00:00,19.6,19.6,16.2,80.55,0,0,,0,0,10.7,9.9,237,1015.3,75.2,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T02:00:00,19.5,19.5,16.2,81.14,0,0,,0,0,9.4,8.7,237,1015,67.1,7.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T03:00:00,19.1,19.1,16.6,85.31,0,0,,0,0,18.2,13.3,244,1014.7,97.1,3.8,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T04:00:00,18.1,18.1,17.1,94.03,0,0,,0,0,15.2,13.5,275,1014.6,96.3,3.3,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T05:00:00,17.3,17.3,16.1,92.78,0.006,100,rain,0,0,16.1,11.5,296,1014.9,93.4,3.5,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T06:00:00,16.3,16.3,15.3,93.87,0.004,100,rain,0,0,17.8,10.6,322,1015,97.1,4.5,10,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D4121,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T07:00:00,15.8,15.8,14.8,93.86,0.238,100,rain,0,0,14.3,9.8,344,1015.1,100,4.6,20,0.1,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T08:00:00,15.8,15.8,14.6,92.7,0.011,100,rain,0,0,17.9,9.6,358,1015.9,93.4,7.5,50,0.2,1,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T09:00:00,16,16,14.5,90.92,0.387,100,rain,0,0,19.5,10,338,1016,96.3,8.7,67,0.2,1,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T10:00:00,16.5,16.5,14.6,88.67,0.001,100,rain,0,0,19.1,12,354,1016.1,96.3,11,61,0.2,1,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T11:00:00,17.1,17.1,13.9,81.15,0,0,,0,0,18.4,12.9,358,1016.3,93.4,20.7,197,0.7,2,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-29T12:00:00,18.1,18.1,13.8,76.34,0,0,,0,0,22.7,14.3,11,1016.5,67.1,22.4,412,1.5,4,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
