name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hyde Park, London, United Kingdom",2023-06-20T20:00:00,22,22,13.6,58.75,0,0,,0,0,16.6,10.3,236,1009,33.9,27.5,102,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-20T21:00:00,21.3,21.3,13.6,61.19,0,0,,0,0,24.8,9.5,239,1009,72.3,10,17,0.1,0,,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03672099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-20T22:00:00,20.6,20.6,15.1,71.06,0,0,,0,0,19.1,14.4,220,1010.3,50.2,18.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-20T23:00:00,19.6,19.6,14.9,74.17,0,0,,0,0,19.5,14.9,220,1010.7,21.5,18.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T00:00:00,18.6,18.6,14.6,77.52,0,0,,0,0,17.5,10.8,216,1011.2,2.6,17.2,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T01:00:00,17.6,17.6,14.3,81.32,0,0,,0,0,17.3,10.3,222,1011.3,0,17.9,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T02:00:00,16.6,16.6,13.8,83.85,0,0,,0,0,16.6,13.4,231,1012.1,52.2,13.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T03:00:00,16.8,16.8,14.3,85.48,0,0,,0,0,14.8,10.9,230,1012.3,71.3,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T04:00:00,16.5,16.5,14.1,86.03,0,0,,0,0,12.5,7.4,206,1012.7,9.3,9.5,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T05:00:00,15.6,15.6,13.8,89.16,0,0,,0,0,14.7,8.2,209,1013.2,0,8.3,9,0,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T06:00:00,16.1,16.1,14,87.65,0,0,,0,0,16.8,10.6,229,1014.1,10.3,8.7,30,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T07:00:00,17,17,14.2,83.55,10.523,100,rain,0,0,18.7,12.2,220,1014.6,45.5,10,59,0.2,1,,"Rain, Partially cloudy",rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T08:00:00,18.1,18.1,14.7,80.2,0,0,,0,0,20.5,13.4,234,1015.2,26.4,15,76,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T09:00:00,20,20,14.2,69.13,0,0,,0,0,18.4,12.1,252,1015.9,18.7,20.2,382,1.4,4,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T10:00:00,21.3,21.3,13.7,61.89,0,0,,0,0,28.4,14.3,243,1016,40.1,21.1,610,2.2,6,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T11:00:00,22.1,22.1,12.9,55.95,0,0,,0,0,26.4,15.6,248,1016.2,52.6,24,601,2.2,6,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T12:00:00,23,23,13.2,53.99,0,0,,0,0,21,14.5,254,1016.5,67.1,23.2,802,2.9,8,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T13:00:00,24.3,24.3,13.4,50.5,0,0,,0,0,31.7,16.6,251,1016.5,46.6,16.5,504,1.8,5,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T14:00:00,25.1,25.1,12.4,45.18,0,0,,0,0,32.5,15.7,247,1016.5,56.9,24.1,489,1.8,5,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T15:00:00,25.3,25.3,12.9,46.15,0,0,,0,0,30.7,14.9,226,1016.5,37.7,28.8,310,1.1,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T16:00:00,25.6,25.6,13.1,45.87,0,0,,0,0,28.6,18.1,236,1016.6,19.2,22.3,198,0.7,2,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T17:00:00,25.5,25.5,13.6,47.89,0,0,,0,0,27.7,16.1,233,1017,30.7,25.8,124,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T18:00:00,24.3,24.3,12.7,48.2,0,0,,0,0,30.3,17.3,215,1017.1,13.6,22.8,83,0.3,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T19:00:00,23.6,23.6,12.6,49.91,0,0,,0,0,25.4,17.1,225,1017.1,11,22.3,59,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T20:00:00,23,23,13.3,54.45,0,0,,0,0,17.5,15.4,237,1017.1,21.8,23.2,92,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T21:00:00,22.1,22.1,13.8,59.38,0,0,,0,0,12.5,12.6,229,1017.2,20.9,22.4,27,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T22:00:00,21,21,13.8,63.61,0,0,,0,0,9.7,8.8,222,1018.1,26.8,19.8,5,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-21T23:00:00,20.1,20.1,13.6,66.47,0,0,,0,0,13.4,10.5,224,1018.3,19.4,16.5,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T00:00:00,19.2,19.2,13.8,70.87,0,0,,0,0,13.4,11.4,240,1018.6,55.5,13.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T01:00:00,18.1,18.1,13.6,75.37,0,0,,0,0,11.6,7.5,228,1018.7,13.6,10.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T02:00:00,17,17,13.5,79.83,0,0,,0,0,9.3,5.1,266,1018.7,0.8,11.8,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T03:00:00,16.1,16.1,13.5,84.93,0,0,,0,0,4,4.3,249,1018.7,19.4,9.9,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T04:00:00,16,16,13.6,85.4,0,0,,0,0,5.5,4.7,286,1018.7,4.2,11.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T05:00:00,15.5,15.5,13.5,87.66,0,0,,0,0,3.6,3.2,216,1018.3,8.4,9.7,6,0,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T06:00:00,15.6,15.6,14.1,91.01,0,0,,0,0,3.2,1.7,234,1018.3,45.2,9.2,42,0.2,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T07:00:00,17.1,17.1,14.4,84.04,0,0,,0,0,5.4,5.1,270,1018.9,26.8,11,111,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T08:00:00,17.6,17.6,14.4,81.31,0,0,,0,0,7.6,4.7,298,1018.5,41.5,12.5,152,0.5,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T09:00:00,20.3,20.3,14.6,69.71,0,0,,0,0,7.6,4.3,17,1018.1,18.4,16.1,355,1.3,4,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T10:00:00,22.6,22.6,14.2,58.97,0,0,,0,0,8.9,5.2,31,1018.1,25.6,17.7,640,2.3,6,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T11:00:00,23.6,23.6,13.7,53.57,0,0,,0,0,11.2,4.8,65,1018.1,57.4,19.8,545,2,5,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T12:00:00,26.1,26.1,12.7,43.38,0,0,,0,0,10.7,7.9,109,1018.1,27.1,28.2,776,2.8,8,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T13:00:00,25.6,25.6,10.9,39.8,0,0,,0,0,11.6,9.5,307,1018,19.2,21.9,524,1.9,5,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T14:00:00,26.1,26.1,11.7,40.54,0,0,,0,0,17,6.9,342,1017.5,22.2,19.8,543,2,5,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T15:00:00,27,26.7,10.9,36.61,0,0,,0,0,14.3,9,350,1017.1,32.4,21.9,306,1.1,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T16:00:00,27.5,27,10.9,35.52,0,0,,0,0,10.2,9.2,333,1017.1,20.3,21.5,174,0.6,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T17:00:00,26.8,26.6,10.7,36.5,0,0,,0,0,9.8,11.1,346,1017.2,52.6,24.9,108,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T18:00:00,25.7,25.7,13.6,47.17,0,0,,0,0,10.3,11,342,1017.2,38.9,26.6,101,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T19:00:00,24.6,24.6,13.2,48.92,0,0,,0,0,13.8,16.1,34,1018,65.7,23.6,67,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T20:00:00,23.6,23.6,12.7,50.23,0,0,,0,0,22.7,13.5,56,1019.1,66.9,25.8,72,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T21:00:00,22.6,22.6,12.2,51.9,0,0,,0,0,17.5,10.2,59,1019.5,34.2,27.9,12,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T22:00:00,21.1,21.1,13.5,62.08,0,0,,0,0,7.6,7.5,40,1020.8,0,26.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-22T23:00:00,19.9,19.9,14.5,70.88,0,0,,0,0,7.9,4.6,24,1021,0,10,0,0,0,,Clear,clear-night,"03672099999,03772099999"
"Hyde Park, London, United Kingdom",2023-06-23T00:00:00,20.1,20.1,15.1,72.95,0,0,,0,0,4,5.4,20,1021,0,10,0,0,0,,Clear,clear-night,03772099999
"Hyde Park, London, United Kingdom",2023-06-23T01:00:00,20,20,10.7,54.97,0,0,,0,0,2.9,2.8,270,1021.1,50.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"03680099999,03672099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T02:00:00,19.2,19.2,11.3,60,0,0,,0,0,7,4.6,266,1021.3,40.1,22.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T03:00:00,18.7,18.7,11.7,63.84,0,0,,0,0,5.9,2.1,291,1021.6,23.1,20.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T04:00:00,17.5,17.5,11.3,67.05,0,0,,0,0,5.4,3.7,259,1022.1,12.8,19.4,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T05:00:00,16.9,16.9,11.9,72.3,0,0,,0,0,5,7.1,247,1022.3,0,17.9,8,0,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T06:00:00,16.8,16.8,12.9,77.89,0,0,,0,0,3.2,2.2,188,1022.6,0,18.5,38,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T07:00:00,18.6,18.6,15.2,80.5,0,0,,0,0,5,3.4,191,1023.1,0,19.8,88,0.3,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T08:00:00,19.6,19.6,15.6,77.83,0,0,,0,0,9.7,8.4,217,1023.2,0,21.1,132,0.5,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T09:00:00,20.6,20.6,14.9,69.64,0,0,,0,0,11.2,6.4,220,1023.6,4,18.9,231,0.8,2,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T10:00:00,22.1,22.1,15.1,64.6,0,0,,0,0,17,10.5,256,1023.9,41.5,14.5,398,1.4,4,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T11:00:00,23.1,23.1,13.7,55.39,0,0,,0,0,17.5,14.8,276,1024,49.2,18.1,346,1.2,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T12:00:00,23.5,23.5,13.1,52.04,0,0,,0,0,22.3,15.4,254,1024,42.4,25.8,370,1.3,4,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T13:00:00,24.1,24.1,12.6,48.37,0,0,,0,0,23.6,14.4,249,1023.9,27.1,25.3,612,2.2,6,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T14:00:00,25.6,25.6,11.8,42.22,0,0,,0,0,25.4,14.9,257,1023.5,24.2,24,624,2.2,6,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T15:00:00,26.5,26.5,11.2,38.31,0,0,,0,0,28.2,17.8,254,1023.1,4.1,29.2,397,1.4,4,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T16:00:00,26.6,26.6,10.4,36.16,0,0,,0,0,24.6,16.8,259,1023.1,5.3,23.6,106,0.4,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T17:00:00,27.1,26.6,9.8,33.67,0,0,,0,0,24.1,18.7,248,1023,4.7,21.2,74,0.3,1,,Clear,clear-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T18:00:00,26.6,26.6,10.2,35.78,0,0,,0,0,26.4,19.6,256,1023.1,4.1,25.3,64,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T19:00:00,25.8,25.8,12.1,42.71,0,0,,0,0,25.9,20.5,252,1023.3,10.7,26.6,90,0.3,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T20:00:00,24.5,24.5,11.7,44.68,0,0,,0,0,22.3,17.3,248,1023.3,0,27.1,66,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T21:00:00,23.3,23.3,12.8,51.86,0,0,,0,0,22.3,15.5,244,1023.7,18.4,25.3,27,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T22:00:00,22.3,22.3,13.3,57.07,0,0,,0,0,18.2,14.3,237,1024.2,0,23.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-23T23:00:00,20.6,20.6,14.1,66.54,0,0,,0,0,17,12.2,227,1024.2,0,20.2,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T00:00:00,19.8,19.8,14.3,70.9,0,0,,0,0,17.8,12.1,226,1024.2,0,18.5,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T01:00:00,18.8,18.8,14.3,75.39,0,0,,0,0,10.3,7.9,235,1024.3,11,16.7,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T02:00:00,18.1,18.1,14.3,78.73,0,0,,0,0,12.1,10.7,224,1024.3,0,15.3,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T03:00:00,17.5,17.5,14.1,80.82,0,0,,0,0,13.4,9,225,1024.1,0,10.9,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T04:00:00,17.1,17.1,14.3,83.86,0,0,,0,0,16.6,9.8,229,1024.1,8.4,8,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T05:00:00,16.6,16.6,14.3,86.62,0,0,,0,0,16.6,8.9,219,1024.1,34.1,7.4,6,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T06:00:00,16.6,16.6,14.6,88.23,0,0,,0,0,14.3,9.4,227,1024.2,76.1,8.5,26,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T07:00:00,17.1,17.1,14.9,86.54,0,0,,0,0,13,8.7,237,1024.3,69.8,9.8,53,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T08:00:00,18.6,18.6,15.4,81.32,0,0,,0,0,10.7,9.2,241,1024.6,95.5,12.2,78,0.3,1,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T09:00:00,19.6,19.6,15.7,77.85,0,0,,0,0,13,8.8,226,1024.5,88.7,14.3,268,1,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T10:00:00,21.6,21.6,16.6,73.14,0,0,,0,0,18.4,9.9,220,1024.2,92.8,15.3,310,1.1,3,,Overcast,cloudy,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T11:00:00,23.8,23.8,16.2,62.18,0,0,,0,0,19.1,11.8,238,1024.1,70,17.2,517,1.9,5,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T12:00:00,25.8,25.8,15.6,53.25,0,0,,0,0,20,13.3,230,1023.2,71.5,21.5,762,2.7,8,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T13:00:00,25.8,25.8,15.9,54.21,0,0,,0,0,15.6,11.4,243,1023,63,24.1,519,1.9,5,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T14:00:00,26.3,26.3,14.7,48.84,0,0,,0,0,15.6,12,250,1022.5,67.2,23.6,271,1,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T15:00:00,27.8,27.7,14.2,43.5,0,0,,0,0,18.9,12,253,1022.2,65.5,26.6,211,0.8,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T16:00:00,27.3,27.5,14.9,46.66,0,0,,0,0,14.8,8.6,205,1021.6,75.9,24,159,0.6,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T17:00:00,27.3,27.5,14.6,45.73,0,0,,0,0,16.2,8.1,203,1021.2,57.1,24,147,0.5,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T18:00:00,26.6,26.6,16,52.4,0,0,,0,0,17.5,9.4,201,1020.6,18.4,24,124,0.4,1,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T19:00:00,26.3,26.3,16.1,53.46,0,0,,0,0,19.5,11.9,178,1020.2,34.8,24,81,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T20:00:00,25.8,25.8,15.8,54.13,0,0,,0,0,19.5,11.7,198,1020.2,0,29.2,42,0.2,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T21:00:00,24.6,24.6,15,55.32,0,0,,0,0,17.3,14.6,197,1020.1,0,27.9,14,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T22:00:00,22.8,22.8,13.7,56.45,0,0,,0,0,12,10.3,177,1020.1,0,27.9,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-24T23:00:00,21.1,21.1,13.2,60.54,0,0,,0,0,9.7,7,51,1019.3,0,27.9,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T00:00:00,20.6,20.6,13.2,62.48,0,0,,0,0,12.1,7.8,149,1019.2,0,29.2,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T01:00:00,19.8,19.8,13.3,66.28,0,0,,0,0,1.8,4.7,187,1019,0,15.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T02:00:00,19.3,19.3,13.3,68.52,0,0,,0,0,16.6,6.3,140,1018.2,0,28.8,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T03:00:00,18.8,18.8,12.7,67.7,0,0,,0,0,15.2,5.8,151,1017.7,0,27.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"Hyde Park, London, United Kingdom",2023-06-25T04:00:00,17.5,17.5,12.5,72.42,0,0,,0,0,12.5,5.3,141,1017.3,0,27.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
